rank	title	author_name	year	n_citation
2827	A generic architecture for on-chip packet-switched interconnections	Pierre Guerrier	2000	849
2828	Fast approximate energy minimization via graph cuts	Yuri Boykov	1999	1671
2829	Potential benefits of delta encoding and data compression for HTTP	Jeffrey C. Mogul	1997	447
2830	Real-time American sign language recognition using desk and wearable computer based video	Thad Starner	1998	1325
2831	The module structure of integral designs	Jack E. Graver	1973	78
2832	Control system for three-phase active power filter which simultaneously compensates power factor and unbalanced loads	Juan Dixon	1995	222
2833	Optimum power control over fading channels	Giuseppe Caire	1999	820
2834	An introduction to computational learning theory	Michael J. Kearns	1994	1644
2835	Information technology and corporate strategy: a research perspective	J. Yannis Bakos	1986	907
2836	Filtering for texture classification: a comparative study	Trygve Randen	1999	1169
2837	SIMULA: an ALGOL-based simulation language	Ole-Johan Dahl	1966	858
2838	A Version of the Bundle Idea for Minimizing a Nonsmooth Function: Conceptual Idea, Convergence Analysis, Numerical Results	Helga Schramm	1992	125
2839	A Cognitive Model of Planning	Barbara Hayes-Roth	1979	301
2840	Seeded region growing	Rolf Adams	1994	3011
2841	Piranha: a scalable architecture based on single-chip multiprocessing	Luiz André Barroso	2000	679
2842	Energy efficient indexing on air	Tomasz Imielinski	1994	546
2843	Scribe: a large-scale and decentralized application-level multicast infrastructure	Miguel Castro	2002	2128
2844	A survey of program slicing techniques.	Frank Tip	1995	813
2845	Boundary detection by constrained optimization	Donald Geman	1990	650
2846	Statistical Language Learning	Eugene Charniak	1994	1139
2847	Keying Hash Functions for Message Authentication	Mihir Bellare	1996	1899
2848	Toward an assessment of software development risk	Henri Barki	1993	914
2849	Concept Decompositions for Large Sparse Text Data Using Clustering	Inderjit S. Dhillon	2001	1377
2850	Plans and Resource-Bounded Practical Reasoning	Michael E. Bratman	1988	1185
2851	The chemical abstract machine	Gérard Berry	1992	1526
2852	The evolution of user behavior in a computerized conferencing system	Starr Roxanne Hiltz	1981	274
2853	Scheduling subject to resource constraints: classification and complexity	Jacek Blazewicz	1983	1406
2854	Geometry compression	Michael F. Deering	1995	928
2855	Graphical fisheye views of graphs	Manojit Sarkar	1992	980
2856	Inductive Logic Programming: Techniques and Applications	Nada Lavrač	1993	389
2857	Loopy belief propagation for approximate inference: an empirical study	Kevin P. Murphy	1999	1674
2858	Hierarchical chamfer matching: a parametric edge matching algorithm	Gunilla Borgefors	1988	982
2859	Implementation of logical query languages for databases	Jeffrey D. Ullman	1985	486
2860	Analyzing the transitional region in low power wireless links	Marco Zuniga	2004	1027
2861	Fully homomorphic encryption using ideal lattices	Craig Gentry	2009	1015
2862	Face recognition: a convolutional neural-network approach	S. Lawrence	1997	1479
2863	Overcoming Local Search Through Alliances and Mobility	Lori Rosenkopf	2003	1368
2864	Lore: a database management system for semistructured data	Jason McHugh	1997	1035
2865	A new LDA-based face recognition system which can solve the small sample size problem	Li-Fen Chen	2000	1515
2866	Robust online appearance models for visual tracking	Allan D. Jepson	2003	1362
2867	Graph bisection algorithms with good average case behavior	Thang Nguyen Bui	1987	373
2868	Extended Boolean information retrieval	Gerard Salton	1983	1262
2869	Calculating the maximum, execution time of real-time programs	Peter P. Puschner	1989	781
2870	Scheduling broadcasts in multihop radio networks	Anthony Ephremides	1990	602
2871	Current control techniques for three-phase voltage-source PWM converters: a survey	Marian P. Kazmierkowski	1998	2003
2872	Condor-G: A Computation Management Agent for Multi-Institutional Grids	James S. Frey	2002	661
2873	ArrayExpress—a public repository for microarray gene expression data at the EBI	Helen Parkinson	2003	806
2874	Data on the Web: from relations to semistructured data and XML	Serge Abiteboul	1999	2067
2875	Adaptive Fraud Detection	Tom Fawcett	1997	950
2876	Networks and vehicle routing for municipal waste collection	Edward J. Beltrami	1974	407
2877	Pedestrian detection using wavelet templates	Michael Oren	1997	947
2878	Programming with abstract data types	Barbara Liskov	1974	927
2879	A Parametric Texture Model Based on Joint Statistics of Complex Wavelet Coefficients	Javier Portilla	2000	1481
2880	Optimal Solution of Vehicle Routing Problems Using Minimum K-Trees	Marshall L. Fisher	1994	639
2881	Recovery of the three-dimensional shape of an object from a single view	Takeo Kanade	1981	661
2882	The ALARM Monitoring System: A Case Study with two Probabilistic Inference Techniques for Belief Networks	Ingo A. Beinlich	1989	867
2883	HYPER: A New Approach for the Recognition and Positioning of Two-Dimensional Objects	Nicholas Ayache	1986	710
2884	Geometric structures for three-dimensional shape representation	Jean-Daniel Boissonnat	1984	711
2885	Consistency and correctness of duplicate database systems	Clarence A. Ellis	1977	117
2886	Topology representing networks	Thomas Martinetz	1994	998
2887	An Evaluation of Random Testing	Joe W. Duran	1984	588
2888	DBpedia: a nucleus for a web of open data	Sören Auer	2007	3021
2889	Constrained K-means Clustering with Background Knowledge	Kiri L. Wagstaff	2001	2210
2890	Unwinding and Inference Control	Joseph A. Goguen	1984	476
2891	VARIATIONAL ALGORITHMS FOR APPROXIMATE BAYESIAN INFERENCE	Matthew J. Beal	2003	1375
2892	The INQUERY Retrieval System	James P. Callan	1992	830
2893	SEXNET: A Neural Network Identifies Sex From Human Faces	Beatrice A. Golomb	1991	491
2894	A survey of gossiping and broadcasting in communication networks	Sandra Mitchell Hedetniemi	1988	1553
2895	Timestamps in key distribution protocols	Dorothy E. Denning	1981	853
2896	Handoff in hybrid mobile data networks	Kaveh Pahlavan	2000	646
2897	Learning to detect natural image boundaries using local brightness, color, and texture cues	David R. Martin	2004	2152
2898	TinySec: a link layer security architecture for wireless sensor networks	Chris Karlof	2004	1901
2899	The 1999 DARPA off-line intrusion detection evaluation	Richard P. Lippmann	2000	1175
2900	Prioritized Sweeping: Reinforcement Learning with Less Data and Less Time	Andrew W. Moore	1993	862
2901	Subject-oriented programming: a critique of pure objects	William H. Harrison	1993	1072
2902	Effective erasure codes for reliable computer communication protocols	Luigi Rizzo	1997	1389
2903	OIL in a Nutshell	Dieter Fensel	2000	623
2904	Robust Multiple Car Tracking With Occlusion Reasoning	Dieter Koler	1994	592
2905	Removing near-neighbour redundancy from large protein sequence collections.	Liisa Holm	1998	326
2906	Punctuated Equilibria in Genetic Search	Michael D. Vose	1991	299
2907	Stack filters	P. Wendt	1986	789
2908	Robust model-based motion tracking through the integration of search and estimation	David G. Lowe	1992	487
2909	Achieving single channel, full duplex wireless communication	Jung Il Choi	2010	1224
2910	MEASUREMENT OF SITUATION AWARENESS IN DYNAMIC SYSTEMS	Mica R. Endsley	1995	195
2911	Geostatistics for natural resources evaluation	Timothy C. Coburn	2000	5633
2912	Discriminative probabilistic models for relational data	Benjamin Taskar	2002	792
2913	Bistatic synthetic aperture radar inversion with application in dynamic object imaging	Mehrdad Soumekh	1991	246
2914	Measuring and modeling anisotropic reflection	Gregory J. Ward	1992	1151
2915	Modeling visual attention via selective tuning	John K. Tsotsos	1995	1192
2916	From SHIQ and RDF to OWL: The Making of a Web Ontology Language	Ian Horrocks	2003	1919
2917	Trace theory for automatic hierarchical verification of speed-independent circuits	David L. Dill	1988	718
2918	Modeling and querying moving objects	A. Prasad Sistla	1997	871
2919	Local learning algorithms	Léon Bottou	1992	559
2920	Speeding Up XTR	Martijn Stam	2001	690
2921	GameFlow: a model for evaluating player enjoyment in games	Penelope Sweetser	2005	1943
2922	Software risk management: principles and practices	Barry W. Boehm	1991	1560
2923	A Mark 1 Geographical Analysis Machine for the automated analysis of point data sets	Stan Openshaw	1987	591
2924	The Recovery Manager of the System R Database Manager	Jim Gray	1981	671
2925	gSpan: graph-based substructure pattern mining	Xifeng Yan	2002	2163
2926	An end-to-end approach to host mobility	Alex C. Snoeren	2000	862
2927	Lexical cohesion computed by thesaural relations as an indicator of the structure of text	Jane Morris	1991	1227
2928	Shade: a fast instruction-set simulator for execution profiling	Bob Cmelik	1994	335
2929	Distributed fault-tolerant real-time systems: the Mars approach	Hermann Kopetz	1989	252
2930	Software pipelining: an effective scheduling technique for VLIW machines	Monica S. Lam	1988	1139
2931	A classification and comparison framework for software architecture description languages	Nenad Medvidovic	2000	2655
2932	Minimum error thresholding	Josef Kittler	1986	2109
2933	View-dependent refinement of progressive meshes	Hugues Hoppe	1997	4487
2934	Analog-to-digital converter survey and analysis	Robert H. Walden	1999	1917
2935	Linear multiuser receivers: effective interference, effective bandwidth and user capacity	David Tse	1999	1031
2936	A probabilistic exclusion principle for tracking multiple objects	John MacCormick	1999	763
2937	Synchrony in excitatory neural networks	David Hansel	1995	584
2938	Listening to Action-related Sentences Activates Fronto-parietal Motor Circuits	Marco Tettamanti	2005	1030
2939	The Byzantine Generals strike again	Danny Dolev	1981	539
2940	Organization and maintenance of large ordered indexes	Rudolf Bayer	1972	985
2941	ImageNet Large Scale Visual Recognition Challenge	Olga Russakovsky	2015	1457
2942	New bibliometric tools for the assessment of national research performance: Database description, overview of indicators and first applications	Henk F. Moed	1995	496
2943	A framework and graphical development environment for robust NLP tools and applications.	Hamish Cunningham	2002	2037
2944	Systematic nonlinear planning	David A. McAllester	1991	820
2945	Blanche-an experiment in guidance and navigation of an autonomous robot vehicle	Ingemar J. Cox	1991	798
2946	The least-squares mixing models to generate fraction images derived from remote sensing multispectral data	Yosio E. Shimabukuro	1991	740
2947	Convolutional deep belief networks for scalable unsupervised learning of hierarchical representations	Honglak Lee	2009	1683
2948	Increased capacity using CDMA for mobile satellite communication	Klein S. Gilhousen	1990	396
2949	Fail-stop processors: an approach to designing fault-tolerant computing systems	Richard D. Schlichting	1983	986
2950	Temporal logic can be more expressive	Pierre Wolper	1981	910
2951	Document clustering based on non-negative matrix factorization	Wei Xu	2003	1487
2952	Internet indirection infrastructure	Ion Stoica	2004	1262
2953	THE RELATIVE EFFICIENCY OF PROPOSITIONAL PROOF SYSTEMS	Stephen A. Cook	1979	892
2954	Maintaining Sensing Coverage and Connectivity in Large Sensor Networks.	Honghai Zhang	2005	1873
2955	Qualitative theory of compartmental systems	John A. Jacquez	1993	373
2956	Computing with Membranes	Gheorghe Paun	2000	2429
2957	A Relational View of Information Seeking and Learning in Social Networks	Stephen P. Borgatti	2003	2018
2958	Exponential convergence of adaptive identification and control algorithms	Brian D. O. Anderson	1982	307
2959	Reliability of the Path Analysis Testing Strategy	William E. Howden	1976	513
2960	Finding usability problems through heuristic evaluation	Jakob Nielsen	1992	910
2961	Fast multiresolution image querying	Charles E. Jacobs	1995	1120
